time_5min,location,avg_shake_intensity,avg_sewer_water,avg_power,avg_roads_bridges,avg_medical,avg_buildings,count
2020-04-06T11:05:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:10:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:10:00Z,2,0,5.5,9,4,0,7,2
2020-04-06T11:10:00Z,3,0,8,7,0,1,1,1
2020-04-06T11:10:00Z,4,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:10:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:10:00Z,6,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:10:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:10:00Z,8,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:10:00Z,9,0,9,5,8,10,6,1
2020-04-06T11:10:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:10:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:10:00Z,12,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:10:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:10:00Z,14,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:10:00Z,15,0,0,1,10,0,5,1
2020-04-06T11:10:00Z,16,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:10:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:10:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:10:00Z,19,0,10,3,1,0,6,1
2020-04-06T11:15:00Z,1,0,1,4,4,8,8,1
2020-04-06T11:15:00Z,2,0,0,9,9,0,5,1
2020-04-06T11:15:00Z,3,0,3,1,5,4,6.5,2
2020-04-06T11:15:00Z,4,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:15:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:15:00Z,6,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:15:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:15:00Z,8,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:15:00Z,9,0,6.5,4,5,8.5,4.5,2
2020-04-06T11:15:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:15:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:15:00Z,12,0,1,6,0,0,1,1
2020-04-06T11:15:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:15:00Z,14,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:15:00Z,15,0,3,1,7,0,10,1
2020-04-06T11:15:00Z,16,0,7,10,4,7,3,1
2020-04-06T11:15:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:15:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:15:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:20:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:20:00Z,2,0,7,9,4,0,6,1
2020-04-06T11:20:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:20:00Z,4,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:20:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:20:00Z,6,0,6,2,4,5.5,6,2
2020-04-06T11:20:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:20:00Z,8,1,5.5,3.5,6,0,6,2
2020-04-06T11:20:00Z,9,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:20:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:20:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:20:00Z,12,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:20:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:20:00Z,14,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:20:00Z,15,0,4,2,10,0,7,1
2020-04-06T11:20:00Z,16,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:20:00Z,17,0,3,2,8,0,1,1
2020-04-06T11:20:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:20:00Z,19,0,6,5,6,0,4.5,2
2020-04-06T11:25:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:25:00Z,2,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:25:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:25:00Z,4,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:25:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:25:00Z,6,0,6.666666666666667,8,2.6666666666666665,2.3333333333333335,7.666666666666667,3
2020-04-06T11:25:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:25:00Z,8,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:25:00Z,9,0,3,1,7,10,10,1
2020-04-06T11:25:00Z,10,1,3,9,9,0,10,1
2020-04-06T11:25:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:25:00Z,12,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:25:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:25:00Z,14,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:25:00Z,15,0,0,0,5,0,8,1
2020-04-06T11:25:00Z,16,1,8,3,1,5,9,1
2020-04-06T11:25:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:25:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:25:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:30:00Z,1,1,10,9,7,1,6,1
2020-04-06T11:30:00Z,2,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:30:00Z,3,0,0,9,1,10,8,1
2020-04-06T11:30:00Z,4,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:30:00Z,5,0,8,9,10,10,4,1
2020-04-06T11:30:00Z,6,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:30:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:30:00Z,8,1,0,6,2,0,10,1
2020-04-06T11:30:00Z,9,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:30:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:30:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:30:00Z,12,1,9,5,1,0,6,1
2020-04-06T11:30:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:30:00Z,14,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:30:00Z,15,0,7,10,10,0,2,1
2020-04-06T11:30:00Z,16,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:30:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:30:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:30:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:35:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:35:00Z,2,0,6.5,0.5,5.5,0,5.5,2
2020-04-06T11:35:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:35:00Z,4,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:35:00Z,5,0,2,0,3,2,7,1
2020-04-06T11:35:00Z,6,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:35:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:35:00Z,8,0,3,8,8,0,6,1
2020-04-06T11:35:00Z,9,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:35:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:35:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:35:00Z,12,0,5,10,6,0,8,1
2020-04-06T11:35:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:35:00Z,14,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:35:00Z,15,0,7,7.5,1,0,3,2
2020-04-06T11:35:00Z,16,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:35:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:35:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:35:00Z,19,0,10,9,0,0,3,1
2020-04-06T11:40:00Z,1,0,10,10,7,9,10,1
2020-04-06T11:40:00Z,2,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:40:00Z,3,0,3,2,4,10,6,1
2020-04-06T11:40:00Z,4,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:40:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:40:00Z,6,0,10,10,7,10,2,1
2020-04-06T11:40:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:40:00Z,8,1,2,1.5,2.5,0,8.5,2
2020-04-06T11:40:00Z,9,0,10,7,5,10,0,1
2020-04-06T11:40:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:40:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:40:00Z,12,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:40:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:40:00Z,14,0,0,8,0,0,8,1
2020-04-06T11:40:00Z,15,0,10,1,10,0,2,1
2020-04-06T11:40:00Z,16,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:40:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:40:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:40:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:45:00Z,1,0,4,7,10,0,0,1
2020-04-06T11:45:00Z,2,0,3,3.5,6.5,0,8.5,2
2020-04-06T11:45:00Z,3,0,5,10,5,0,10,1
2020-04-06T11:45:00Z,4,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:45:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:45:00Z,6,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:45:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:45:00Z,8,0,5,10,1,0,6,1
2020-04-06T11:45:00Z,9,0,1,8,6,0,3,1
2020-04-06T11:45:00Z,10,0,10,10,6,0,0,1
2020-04-06T11:45:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:45:00Z,12,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:45:00Z,13,0,2,1,10,0,10,1
2020-04-06T11:45:00Z,14,0,2,2,9,0,6,1
2020-04-06T11:45:00Z,15,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:45:00Z,16,0,0,1,5,9,3,1
2020-04-06T11:45:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:45:00Z,18,1,4,2,10,0,0,1
2020-04-06T11:45:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:50:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:50:00Z,2,0,3,10,9,0,3,1
2020-04-06T11:50:00Z,3,0,7,4,9,10,0,1
2020-04-06T11:50:00Z,4,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:50:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:50:00Z,6,0,4,2,9,1,7,1
2020-04-06T11:50:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:50:00Z,8,0,8,7,8.5,0,2,2
2020-04-06T11:50:00Z,9,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:50:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:50:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:50:00Z,12,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:50:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:50:00Z,14,0,4,10,8,0,10,1
2020-04-06T11:50:00Z,15,0,8,6,4,0,8.5,2
2020-04-06T11:50:00Z,16,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:50:00Z,17,0,9,6,3,0,10,1
2020-04-06T11:50:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:50:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:55:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:55:00Z,2,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:55:00Z,3,0,4,6,6,7,8,1
2020-04-06T11:55:00Z,4,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:55:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:55:00Z,6,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:55:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:55:00Z,8,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:55:00Z,9,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:55:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:55:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:55:00Z,12,0,10,6,10,0,2,1
2020-04-06T11:55:00Z,13,0,1,1,9,0,10,1
2020-04-06T11:55:00Z,14,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:55:00Z,15,0,6,8.666666666666666,5.333333333333333,0,1.6666666666666667,3
2020-04-06T11:55:00Z,16,0,0,10,6,0,0,1
2020-04-06T11:55:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:55:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-06T11:55:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:00:00Z,1,0,4.5,3.5,8,7,4.5,2
2020-04-06T12:00:00Z,2,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:00:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:00:00Z,4,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:00:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:00:00Z,6,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:00:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:00:00Z,8,0,10,1,2,0,10,1
2020-04-06T12:00:00Z,9,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:00:00Z,10,0,7,10,0,0,6,1
2020-04-06T12:00:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:00:00Z,12,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:00:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:00:00Z,14,0,7,10,10,0,4,1
2020-04-06T12:00:00Z,15,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:00:00Z,16,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:00:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:00:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:00:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:05:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:05:00Z,2,0,4,0,1,0,9,1
2020-04-06T12:05:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:05:00Z,4,0,7,2,4,0,6,1
2020-04-06T12:05:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:05:00Z,6,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:05:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:05:00Z,8,0,4.5,5.5,5.5,0,6.5,2
2020-04-06T12:05:00Z,9,0,7,4,6,7,9,1
2020-04-06T12:05:00Z,10,0,5,5,7,0,1,1
2020-04-06T12:05:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:05:00Z,12,0,3.5,6,5,7,4,2
2020-04-06T12:05:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:05:00Z,14,0,5,1,9,0,7,1
2020-04-06T12:05:00Z,15,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:05:00Z,16,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:05:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:05:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:05:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:10:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:10:00Z,2,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:10:00Z,3,0,1,5,8,9,6,1
2020-04-06T12:10:00Z,4,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:10:00Z,5,0,6,1,4,6,9,1
2020-04-06T12:10:00Z,6,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:10:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:10:00Z,8,0,6.5,3.5,3.5,0,4,2
2020-04-06T12:10:00Z,9,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:10:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:10:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:10:00Z,12,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:10:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:10:00Z,14,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:10:00Z,15,0,8,9,6,0,9,2
2020-04-06T12:10:00Z,16,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:10:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:10:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:10:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:15:00Z,1,0,3,1,0,7,9,1
2020-04-06T12:15:00Z,2,0,5,9.5,9,0,1.5,2
2020-04-06T12:15:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:15:00Z,4,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:15:00Z,5,0,5,1,10,5,4,1
2020-04-06T12:15:00Z,6,0,8.5,1.5,5.75,9,3.75,4
2020-04-06T12:15:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:15:00Z,8,1,0.5,5,7,0,4,2
2020-04-06T12:15:00Z,9,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:15:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:15:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:15:00Z,12,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:15:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:15:00Z,14,0,9,8,8,0,3,1
2020-04-06T12:15:00Z,15,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:15:00Z,16,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:15:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:15:00Z,18,0,6,0,8,0,9,1
2020-04-06T12:15:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:20:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:20:00Z,2,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:20:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:20:00Z,4,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:20:00Z,5,0,2,1,6,1,0,1
2020-04-06T12:20:00Z,6,0,10,6,5,2,2,1
2020-04-06T12:20:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:20:00Z,8,0,6,7,4,0,4,2
2020-04-06T12:20:00Z,9,0,2,7,2,2,7,1
2020-04-06T12:20:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:20:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:20:00Z,12,0,10,1,10,0,1,1
2020-04-06T12:20:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:20:00Z,14,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:20:00Z,15,0,6.5,9,5,0,4.5,2
2020-04-06T12:20:00Z,16,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:20:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:20:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:20:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:25:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:25:00Z,2,0,1,6,2,0,4,1
2020-04-06T12:25:00Z,3,0,10,6,6.5,5,5.5,2
2020-04-06T12:25:00Z,4,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:25:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:25:00Z,6,0,4,6.5,10,5,2,2
2020-04-06T12:25:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:25:00Z,8,0,2.3333333333333335,5.333333333333333,1.3333333333333333,0,7,3
2020-04-06T12:25:00Z,9,0,10,1,2,10,6,1
2020-04-06T12:25:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:25:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:25:00Z,12,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:25:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:25:00Z,14,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:25:00Z,15,0,1,1,6,0,10,1
2020-04-06T12:25:00Z,16,0,0,4,2,3,4,1
2020-04-06T12:25:00Z,17,0,2,10,10,0,9,1
2020-04-06T12:25:00Z,18,0,2,10,4,0,1,1
2020-04-06T12:25:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:30:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:30:00Z,2,0,1,3,5,0,4,1
2020-04-06T12:30:00Z,3,0,2,6,6,1,10,1
2020-04-06T12:30:00Z,4,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:30:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:30:00Z,6,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:30:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:30:00Z,8,0,3,8,5,0,6,1
2020-04-06T12:30:00Z,9,0,7,4.5,2,5.5,4,2
2020-04-06T12:30:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:30:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:30:00Z,12,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:30:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:30:00Z,14,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:30:00Z,15,0,4,9,3,0,4,1
2020-04-06T12:30:00Z,16,0,9,5,5,9,0,1
2020-04-06T12:30:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:30:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:30:00Z,19,0,6,5,0,0,0,1
2020-04-06T12:35:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:35:00Z,2,1,10,8,1,0,1,1
2020-04-06T12:35:00Z,3,0,6,9,10,3,1,1
2020-04-06T12:35:00Z,4,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:35:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:35:00Z,6,0,7,10,0,10,9,1
2020-04-06T12:35:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:35:00Z,8,0,9.5,6.5,3,0,3,2
2020-04-06T12:35:00Z,9,0,6,10,1,10,8,1
2020-04-06T12:35:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:35:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:35:00Z,12,0,9,3,0,0,1,1
2020-04-06T12:35:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:35:00Z,14,0,4,0,5,0,10,1
2020-04-06T12:35:00Z,15,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:35:00Z,16,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:35:00Z,17,0,6,10,1,0,10,1
2020-04-06T12:35:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:35:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:40:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:40:00Z,2,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:40:00Z,3,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:40:00Z,4,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:40:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:40:00Z,6,1,8,7,10,7,6,1
2020-04-06T12:40:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:40:00Z,8,0,8.5,4.5,4.5,0,8.5,2
2020-04-06T12:40:00Z,9,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:40:00Z,10,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:40:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:40:00Z,12,0,1,9,3,0,5,1
2020-04-06T12:40:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:40:00Z,14,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:40:00Z,15,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:40:00Z,16,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:40:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:40:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:40:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:45:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:45:00Z,2,0,5,2,10,0,8,1
2020-04-06T12:45:00Z,3,0,7,0,9,10,10,1
2020-04-06T12:45:00Z,4,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:45:00Z,5,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:45:00Z,6,0,0,9,2,9,3,1
2020-04-06T12:45:00Z,7,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:45:00Z,8,0,7,10,5,0,10,1
2020-04-06T12:45:00Z,9,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:45:00Z,10,0,8,4,7,0,0,1
2020-04-06T12:45:00Z,11,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:45:00Z,12,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:45:00Z,13,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:45:00Z,14,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:45:00Z,15,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:45:00Z,16,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:45:00Z,17,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:45:00Z,18,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:45:00Z,19,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:50:00Z,1,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:50:00Z,2,NA,NA,NA,NA,NA,NA,NA
2020-04-06T12:50:00Z,3,0,7,9,7,0,8,1
2020-04-06T12:50:00Z,4,NA,NA,NA,NA,NA,NA,NA
