location,time_5min,sd_shake_intensity,sd_sewer_water,sd_power,sd_roads_bridges,sd_medical,sd_buildings
2,2020-04-09T15:55:00Z,0.6584052983883201,0.8193072487266861,1.268993627874548,0.9878573120474015,0,1.7943077299853158
2,2020-04-09T16:00:00Z,0.7057079533454471,1.0494995356656043,0.999093792292346,1.3290238326779873,0,1.8371173070873836
2,2020-04-09T16:05:00Z,0.7519039015221181,0.8719139396343282,0.7685331969757723,1.3764944032233706,0,0.9112679939102142
2,2020-04-09T16:10:00Z,0.5619514869490163,0.7451598203705946,0.6805570473787206,0.7608859102526822,1.4142135623730951,0.7254762501100116
2,2020-04-09T16:15:00Z,0.6529984122545218,0.5623215571155332,0.7927537436201203,0.8148813536665075,0,0.9493080483968247
2,2020-04-09T16:20:00Z,0.827414880586145,0.8944271909999159,0.6883648406522183,0.7493587001820033,0,0.8236877675803729
2,2020-04-09T16:25:00Z,0.7367883976130072,0.6399404734221844,0.6399404734221844,0.6399404734221844,0,0.7037315505489968
2,2020-04-09T16:30:00Z,0.7187952884282609,0.7932002689527196,0.7187952884282609,0.816496580927726,0,0.6191391873668903
2,2020-04-09T16:35:00Z,0.6407232755171874,1.6729319468230914,1.296849328880646,0.9579921282290986,0,2.827278991098419
2,2020-04-09T16:40:00Z,0.6324555320336759,0.9810708435174292,0.8539125638299665,1.390443574307614,0,1.4832396974191326
2,2020-04-09T16:45:00Z,0.5547001962252291,0.5991446895152781,0.5773502691896257,0.6405126152203485,0,0.7679476477883045
2,2020-04-09T16:50:00Z,0.7177405625652734,1.2043875831929896,0.8287419301647448,0.9492622930986467,0,2.0913216810491813
2,2020-04-09T16:55:00Z,0.7250110520819842,0.6887372317211945,0.7595545253127499,0.9540735874430285,0,0.5773502691896257
2,2020-04-09T17:00:00Z,0.5149286505444373,0.8623164985025763,1.377474463442389,1.589226549501683,0,0.7071067811865476
2,2020-04-09T17:05:00Z,0.5676462121975467,1.8140862964338524,0.5393598899705937,0.674199862463242,0,2.586679162731453
2,2020-04-09T17:10:00Z,0.8333333333333334,1.2692955176439846,1.5491933384829668,2.068278940998476,0,0.699205898780101
2,2020-04-09T17:15:00Z,0.6900655593423543,1.1338934190276817,0.9759000729485332,0.7559289460184544,0,0.4879500364742666
2,2020-04-09T17:20:00Z,1.0690449676496976,0.7559289460184544,0.6408699444616557,0.7559289460184544,0,0.7559289460184544
2,2020-04-09T17:25:00Z,0.7559289460184544,0.4629100498862757,0.8345229603962802,0.5345224838248488,0,1.0350983390135313
2,2020-04-09T17:30:00Z,1,1,1.632993161855452,2.878491668515698,0,2.3603873774083293
2,2020-04-09T17:35:00Z,0.816496580927726,0,1.1547005383792515,1.1547005383792515,0,0.5
2,2020-04-09T17:40:00Z,0.8997354108424374,1.0690449676496976,0.5345224838248488,0.6900655593423543,0,0.5773502691896257
2,2020-04-09T17:45:00Z,0.816496580927726,0.9511897312113419,0.7867957924694432,0.5773502691896257,0,0.7559289460184544
2,2020-04-09T17:50:00Z,0.5477225575051661,0.752772652709081,0.816496580927726,1.8618986725025255,0,0.752772652709081
2,2020-04-09T17:55:00Z,0.9258200997725514,1.3017082793177757,1.855921454276674,1.0540925533894598,0,2.773886162848873
2,2020-04-09T18:00:00Z,0.816496580927726,0.8944271909999159,0.5477225575051661,3.1304951684997055,0,3.271085446759225
2,2020-04-09T18:05:00Z,0.8944271909999159,1.224744871391589,0.8366600265340756,0.44721359549995793,0,0
2,2020-04-09T18:10:00Z,0.5773502691896257,1.5275252316519468,0.5773502691896257,1,0,0
2,2020-04-09T18:15:00Z,0.5773502691896257,2.6457513110645907,2.309401076758503,2.309401076758503,0,2.886751345948129
2,2020-04-09T18:20:00Z,0.5773502691896257,0.7071067811865476,2.073644135332772,1.4832396974191326,0,2.23606797749979
2,2020-04-09T18:25:00Z,0.5773502691896257,2.7748873851023217,1.9493588689617927,0.8366600265340756,0,2.345207879911715
2,2020-04-09T18:30:00Z,0.5,2.588435821108957,2.4899799195977463,0.7071067811865476,0,2.949576240750525
2,2020-04-09T18:35:00Z,1,1,1,2.8722813232690143,0,1.707825127659933
2,2020-04-09T18:40:00Z,1.4142135623730951,0,0.7071067811865476,0.7071067811865476,0,0.7071067811865476
2,2020-04-09T18:45:00Z,0,0,0,0,0,0
2,2020-04-09T18:50:00Z,0,4.041451884327381,3.2015621187164243,2.5,0,3.8622100754188224
2,2020-04-09T18:55:00Z,0.983192080250175,1.2110601416389966,0.5163977794943222,0.752772652709081,0,2.401388487243717
2,2020-04-09T19:00:00Z,0,3.7859388972001824,4,2.0816659994661326,0,3.605551275463989
2,2020-04-09T19:05:00Z,0.44721359549995793,0.8944271909999159,0.5477225575051661,0.5477225575051661,0,0.8366600265340756
2,2020-04-09T19:10:00Z,1.4142135623730951,3.4641016151377544,2.6457513110645907,1.1547005383792515,0,4.358898943540674
2,2020-04-09T19:15:00Z,0,1.4142135623730951,1.4142135623730951,0.7071067811865476,0,0
2,2020-04-09T19:20:00Z,0,3.1622776601683795,1.5,1.8257418583505538,0,4.618802153517006
2,2020-04-09T19:25:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-09T19:30:00Z,0,0,0.7071067811865476,0.7071067811865476,0,0.7071067811865476
2,2020-04-09T19:35:00Z,0,0,0,0,0,0
2,2020-04-09T19:40:00Z,0,4.949747468305833,1.4142135623730951,4.949747468305833,0,1.4142135623730951
2,2020-04-09T19:45:00Z,1,2.6299556396765835,1.4142135623730951,0.5773502691896257,0,4.358898943540674
2,2020-04-09T19:50:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-09T19:55:00Z,0,0,0,0,0,0
2,2020-04-09T20:00:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-09T20:05:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-09T20:10:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-09T20:15:00Z,0,0,2.1213203435596424,2.1213203435596424,0,2.1213203435596424
2,2020-04-09T20:20:00Z,0,0,0,0,0,0
2,2020-04-09T20:25:00Z,0,0,0,0,0,0
2,2020-04-09T20:30:00Z,0,7.0710678118654755,1.4142135623730951,0,0,5.656854249492381
2,2020-04-09T20:35:00Z,0,0,0,0,0,0
2,2020-04-09T20:40:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-09T20:45:00Z,0,0,0,0,0,0
2,2020-04-09T20:50:00Z,0,2.0816659994661326,3,2,0,2
2,2020-04-09T20:55:00Z,0,0,0,0,0,0
2,2020-04-09T21:00:00Z,0,4.242640687119285,3.5355339059327378,0,0,2.1213203435596424
2,2020-04-09T21:05:00Z,0,0,0,0,0,0
2,2020-04-09T21:10:00Z,0,0,0,0,0,0
2,2020-04-09T21:15:00Z,0.7071067811865476,1.7320508075688772,1.5275252316519468,3.2145502536643185,0,4.041451884327381
2,2020-04-09T21:20:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-09T21:25:00Z,0,0,0,0,0,0
2,2020-04-09T21:30:00Z,0,0,0,0,0,0
2,2020-04-09T21:35:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-09T21:40:00Z,0,0,0,0,0,0
2,2020-04-09T21:45:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-09T21:50:00Z,0,0,0,0,0,0
2,2020-04-09T21:55:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-09T22:00:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-09T22:05:00Z,0,0.7071067811865476,0.7071067811865476,0.7071067811865476,0,2.8284271247461903
2,2020-04-09T22:10:00Z,0,0,0,0,0,0
2,2020-04-09T22:15:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-09T22:20:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-09T22:25:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-09T22:30:00Z,0,1.4142135623730951,2.1213203435596424,2.8284271247461903,0,2.1213203435596424
2,2020-04-09T22:35:00Z,0,0,0,0,0,0
2,2020-04-09T22:40:00Z,0,0,0,0,0,0
2,2020-04-09T22:45:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-09T22:50:00Z,0,0,0,0,0,0
2,2020-04-09T22:55:00Z,0,0,1.4142135623730951,2.1213203435596424,0,2.8284271247461903
2,2020-04-09T23:00:00Z,0,0,0,0,0,0
2,2020-04-09T23:05:00Z,0,0,0,0,0,0
2,2020-04-09T23:10:00Z,0,5.656854249492381,6.363961030678928,4.949747468305833,0,1.4142135623730951
2,2020-04-09T23:15:00Z,0,0,0,0,0,0
2,2020-04-09T23:20:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-09T23:25:00Z,0,0,0,0,0,0
2,2020-04-09T23:30:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-09T23:35:00Z,0,0,0,0,0,0
2,2020-04-09T23:40:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-09T23:45:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-09T23:50:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-09T23:55:00Z,0,0,0,0,0,0
2,2020-04-10T00:00:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T00:05:00Z,0,3.5355339059327378,0.7071067811865476,0.7071067811865476,0,4.949747468305833
2,2020-04-10T00:10:00Z,0,4.041451884327381,3.5118845842842465,5.196152422706632,0,0.5773502691896257
2,2020-04-10T00:15:00Z,0,0,0,0,0,0
2,2020-04-10T00:20:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T00:25:00Z,0,0,0,0,0,0
2,2020-04-10T00:30:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T00:35:00Z,0,2.516611478423583,4.358898943540674,4.358898943540674,0,2.516611478423583
2,2020-04-10T00:40:00Z,0,0,0,0,0,0
2,2020-04-10T00:45:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T00:50:00Z,0,0,0,0,0,0
2,2020-04-10T00:55:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T01:00:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T01:05:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T01:10:00Z,0,0,0,0,0,0
2,2020-04-10T01:15:00Z,0,0,0,0,0,0
2,2020-04-10T01:20:00Z,0,0,0,0,0,0
2,2020-04-10T01:25:00Z,0,0,0,0,0,0
2,2020-04-10T01:30:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T01:35:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T01:40:00Z,0,4.242640687119285,3.5355339059327378,0.7071067811865476,0,0.7071067811865476
2,2020-04-10T01:45:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T01:50:00Z,0,0,0,0,0,0
2,2020-04-10T01:55:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T02:00:00Z,0,6.363961030678928,1.4142135623730951,4.242640687119285,0,0.7071067811865476
2,2020-04-10T02:05:00Z,0,2.309401076758503,5.507570547286102,2.886751345948129,0,3.2145502536643185
2,2020-04-10T02:10:00Z,0,0,0,0,0,0
2,2020-04-10T02:15:00Z,0,0,0,0,0,0
2,2020-04-10T02:20:00Z,0,0,0,0,0,0
2,2020-04-10T02:25:00Z,0,0,0,0,0,0
2,2020-04-10T02:30:00Z,0,0,0,0,0,0
2,2020-04-10T02:35:00Z,0,1.7320508075688772,1.7320508075688772,1.1547005383792515,0,0.5773502691896257
2,2020-04-10T02:40:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T02:45:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T02:50:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T02:55:00Z,0,5.656854249492381,4.949747468305833,2.8284271247461903,0,0.7071067811865476
2,2020-04-10T03:00:00Z,0,0,0,0,0,0
2,2020-04-10T03:05:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T03:10:00Z,0,0,2.8284271247461903,1.4142135623730951,0,6.363961030678928
2,2020-04-10T03:15:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T03:20:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T03:25:00Z,0,0,0,0,0,0
2,2020-04-10T03:30:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T03:35:00Z,0,0,0,0,0,0
2,2020-04-10T03:40:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T03:45:00Z,0,0,0,0,0,0
2,2020-04-10T03:50:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T03:55:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T04:00:00Z,0,0,0,0,0,0
2,2020-04-10T04:05:00Z,0,6.363961030678928,2.8284271247461903,6.363961030678928,0,0
2,2020-04-10T04:10:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T04:15:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T04:20:00Z,0,0,0,0,0,0
2,2020-04-10T04:25:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T04:30:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T04:35:00Z,0,0,0,0,0,0
2,2020-04-10T04:40:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T04:45:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T04:50:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T04:55:00Z,0,0,0,0,0,0
2,2020-04-10T05:00:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T05:05:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T05:10:00Z,0,5.656854249492381,7.0710678118654755,3.5355339059327378,0,2.1213203435596424
2,2020-04-10T05:15:00Z,0,0,0,0,0,0
2,2020-04-10T05:20:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T05:25:00Z,0,4.949747468305833,0.7071067811865476,4.242640687119285,0,4.242640687119285
2,2020-04-10T05:30:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T05:35:00Z,0,0.7071067811865476,1.4142135623730951,6.363961030678928,0,4.242640687119285
2,2020-04-10T05:40:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T05:45:00Z,0,0,0,0,0,0
2,2020-04-10T05:50:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T05:55:00Z,0,0,0,0,0,0
2,2020-04-10T06:00:00Z,0,0,0,0,0,0
2,2020-04-10T06:05:00Z,0,0,0,0,0,0
2,2020-04-10T06:10:00Z,0.7071067811865476,0.7071067811865476,1.4142135623730951,2.1213203435596424,0,2.8284271247461903
2,2020-04-10T06:15:00Z,0,0,0,0,0,0
2,2020-04-10T06:20:00Z,0,0,0,0,0,0
2,2020-04-10T06:25:00Z,0,0,0,0,0,0
2,2020-04-10T06:30:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T06:35:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T06:40:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T06:45:00Z,0,0,0,0,0,0
2,2020-04-10T06:50:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T06:55:00Z,0,3.5355339059327378,2.8284271247461903,4.949747468305833,0,0
2,2020-04-10T07:00:00Z,0,2.8284271247461903,2.8284271247461903,2.1213203435596424,0,3.5355339059327378
2,2020-04-10T07:05:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T07:10:00Z,0,0,0,0,0,0
2,2020-04-10T07:15:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T07:20:00Z,0,0,0,0,0,0
2,2020-04-10T07:25:00Z,0,0,0,0,0,0
2,2020-04-10T07:30:00Z,0,0,0,0,0,0
2,2020-04-10T07:35:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T07:40:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T07:45:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T07:50:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T07:55:00Z,0,0,0,0,0,0
2,2020-04-10T08:00:00Z,0,0,0,0,0,0
2,2020-04-10T08:05:00Z,0,4,5.131601439446884,3,0,1.5275252316519468
2,2020-04-10T08:10:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T08:15:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T08:20:00Z,0,0,0,0,0,0
2,2020-04-10T08:25:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T08:30:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T08:35:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T08:40:00Z,0,0,0,0,0,0
2,2020-04-10T08:45:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T08:50:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T08:55:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T09:00:00Z,0,0,0,0,0,0
2,2020-04-10T09:05:00Z,0,0,0,0,0,0
2,2020-04-10T09:10:00Z,0,2.8284271247461903,4.949747468305833,0,0,2.1213203435596424
2,2020-04-10T09:15:00Z,0,0,0,0,0,0
2,2020-04-10T09:20:00Z,0,0,0,0,0,0
2,2020-04-10T09:25:00Z,0,0,0,0,0,0
2,2020-04-10T09:30:00Z,0,0,0,0,0,0
2,2020-04-10T09:35:00Z,0,2.1213203435596424,2.8284271247461903,1.4142135623730951,0,5.656854249492381
2,2020-04-10T09:40:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T09:45:00Z,0,0,0,0,0,0
2,2020-04-10T09:50:00Z,0,0,0,0,0,0
2,2020-04-10T09:55:00Z,0,0,0,0,0,0
2,2020-04-10T10:00:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T10:05:00Z,0,0,0,0,0,0
2,2020-04-10T10:10:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T10:15:00Z,0,0,0,0,0,0
2,2020-04-10T10:20:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T10:25:00Z,0,0,0,0,0,0
2,2020-04-10T10:30:00Z,0,0,0,0,0,0
2,2020-04-10T10:35:00Z,0,0,0,0,0,0
2,2020-04-10T10:40:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T10:45:00Z,0,0,0,0,0,0
2,2020-04-10T10:50:00Z,0,0,0,0,0,0
2,2020-04-10T10:55:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T11:00:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T11:05:00Z,0,0,0,0,0,0
2,2020-04-10T11:10:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T11:15:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T11:20:00Z,0,0,0,0,0,0
2,2020-04-10T11:25:00Z,0,0,0,0,0,0
2,2020-04-10T11:30:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T11:35:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T11:40:00Z,0,6.363961030678928,2.8284271247461903,0.7071067811865476,0,0.7071067811865476
2,2020-04-10T11:45:00Z,0,0,0,0,0,0
2,2020-04-10T11:50:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T11:55:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T12:00:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T12:05:00Z,0,0,0,0,0,0
2,2020-04-10T12:10:00Z,0,4.163331998932265,0.5773502691896257,1.7320508075688772,0,2.886751345948129
2,2020-04-10T12:15:00Z,0,0,0,0,0,0
2,2020-04-10T12:20:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T12:25:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T12:30:00Z,0,1,1,5.131601439446884,0,2.0816659994661326
2,2020-04-10T12:35:00Z,0,0,0,0,0,0
2,2020-04-10T12:40:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T12:45:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T12:50:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T12:55:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T13:00:00Z,0,0,0,0,0,0
2,2020-04-10T13:05:00Z,0,0,0,0,0,0
2,2020-04-10T13:10:00Z,0,0,0,0,0,0
2,2020-04-10T13:15:00Z,0,3.0550504633038935,1.7320508075688772,3.2145502536643185,0,2.0816659994661326
2,2020-04-10T13:20:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T13:25:00Z,0,0,0,0,0,0
2,2020-04-10T13:30:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T13:35:00Z,0,0,0,0,0,0
2,2020-04-10T13:40:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T13:45:00Z,0,0,6.363961030678928,1.4142135623730951,0,0
2,2020-04-10T13:50:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T13:55:00Z,0,4.949747468305833,5.656854249492381,0,0,0.7071067811865476
2,2020-04-10T14:00:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T14:05:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T14:10:00Z,0,0,0,0,0,0
2,2020-04-10T14:15:00Z,0,0,0,0,0,0
2,2020-04-10T14:20:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T14:25:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T14:30:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T14:35:00Z,0,0,0,0,0,0
2,2020-04-10T14:40:00Z,0,0,0,0,0,0
2,2020-04-10T14:45:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T14:50:00Z,0,0,0,0,0,0
2,2020-04-10T14:55:00Z,0,0,0,0,0,0
2,2020-04-10T15:00:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T15:05:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T15:10:00Z,0,0,0,0,0,0
2,2020-04-10T15:15:00Z,0,0,0,0,0,0
2,2020-04-10T15:20:00Z,0,2.1213203435596424,0,2.8284271247461903,0,2.1213203435596424
2,2020-04-10T15:25:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T15:30:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T15:35:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T15:40:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T15:45:00Z,0,0,0,0,0,0
2,2020-04-10T15:50:00Z,0,0,0,0,0,0
2,2020-04-10T15:55:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T16:00:00Z,0,0,0,0,0,0
2,2020-04-10T16:05:00Z,0,0,0,0,0,0
2,2020-04-10T16:10:00Z,0,0,0,0,0,0
2,2020-04-10T16:15:00Z,0,0,0,0,0,0
2,2020-04-10T16:20:00Z,0,0,0,0,0,0
2,2020-04-10T16:25:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T16:30:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T16:35:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T16:40:00Z,0,2.8284271247461903,3.5355339059327378,2.1213203435596424,0,1.4142135623730951
2,2020-04-10T16:45:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T16:50:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T16:55:00Z,0,0,0,0,0,0
2,2020-04-10T17:00:00Z,0,3.2145502536643185,1.1547005383792515,4.932882862316247,0,3.7859388972001824
2,2020-04-10T17:05:00Z,0,0,0,0,0,0
2,2020-04-10T17:10:00Z,0,4.242640687119285,1.4142135623730951,4.242640687119285,0,2.1213203435596424
2,2020-04-10T17:15:00Z,0,0,0,0,0,0
2,2020-04-10T17:20:00Z,0,1.5275252316519468,3.7859388972001824,3,0,4.163331998932265
2,2020-04-10T17:25:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T17:30:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T17:35:00Z,0,0,0,0,0,0
2,2020-04-10T17:40:00Z,0,0,0,0,0,0
2,2020-04-10T17:45:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T17:50:00Z,0,0,0,0,0,0
2,2020-04-10T17:55:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T18:00:00Z,0,0,0,0,0,0
2,2020-04-10T18:05:00Z,0,0,0,0,0,0
2,2020-04-10T18:10:00Z,0,0,0,0,0,0
2,2020-04-10T18:15:00Z,0,1.4142135623730951,3.5355339059327378,3.5355339059327378,0,3.5355339059327378
2,2020-04-10T18:20:00Z,0,1.4142135623730951,2.8284271247461903,6.363961030678928,0,2.1213203435596424
2,2020-04-10T18:25:00Z,0,0,0,0,0,0
2,2020-04-10T18:30:00Z,0,0,0,0,0,0
2,2020-04-10T18:35:00Z,0,0,0,0,0,0
2,2020-04-10T18:40:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T18:45:00Z,0,0.5773502691896257,4,5.507570547286102,0,1.5275252316519468
2,2020-04-10T18:50:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T18:55:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T19:00:00Z,0,0,0,0,0,0
2,2020-04-10T19:05:00Z,0,0,0,0,0,0
2,2020-04-10T19:10:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T19:15:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T19:20:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T19:25:00Z,0,1.5275252316519468,4.725815626252608,2.0816659994661326,0,0.5773502691896257
2,2020-04-10T19:30:00Z,0,6.363961030678928,3.5355339059327378,4.949747468305833,0,3.5355339059327378
2,2020-04-10T19:35:00Z,0,6.363961030678928,6.363961030678928,5.656854249492381,0,5.656854249492381
2,2020-04-10T19:40:00Z,0,4.266145801540309,4.024922359499621,3.391164991562634,0,3.646916505762094
2,2020-04-10T19:45:00Z,0,0,0,0,0,0
2,2020-04-10T19:50:00Z,0,0,0,0,0,0
2,2020-04-10T19:55:00Z,0,0,0,0,0,0
2,2020-04-10T20:00:00Z,0,2.6457513110645907,3.696845502136472,2.8284271247461903,0,1.9148542155126762
2,2020-04-10T20:05:00Z,0,0,0,0,0,0
2,2020-04-10T20:10:00Z,0,0,0,0,0,0
2,2020-04-10T20:15:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T20:20:00Z,0,1.4142135623730951,3.5355339059327378,7.0710678118654755,0,1.4142135623730951
2,2020-04-10T20:25:00Z,0,0,0,0,0,0
2,2020-04-10T20:30:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T20:35:00Z,0,0,0,0,0,0
2,2020-04-10T20:40:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T20:45:00Z,0,0,0,0,0,0
2,2020-04-10T20:50:00Z,0,0,0,0,0,0
2,2020-04-10T20:55:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T21:00:00Z,0,4.163331998932265,3.2145502536643185,5.291502622129181,0,1.1547005383792515
2,2020-04-10T21:05:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T21:10:00Z,0,0,0,0,0,0
2,2020-04-10T21:15:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T21:20:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T21:25:00Z,0,0,0,0,0,0
2,2020-04-10T21:30:00Z,0,0,0,0,0,0
2,2020-04-10T21:35:00Z,0,4.949747468305833,2.8284271247461903,3.5355339059327378,0,1.4142135623730951
2,2020-04-10T21:40:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T21:45:00Z,0,0,0,0,0,0
2,2020-04-10T21:50:00Z,0,0,0,0,0,0
2,2020-04-10T21:55:00Z,0,0,0,0,0,0
2,2020-04-10T22:00:00Z,0,1.5275252316519468,1.7320508075688772,2.309401076758503,0,5.196152422706632
2,2020-04-10T22:05:00Z,NA,NA,NA,NA,NA,NA
2,2020-04-10T22:10:00Z,NA,NA,NA,NA,NA,NA
